label,tweet
real,ทั้ง 12 กรณี ใน ชุมชน เป็น โอก แลนด์ ทั้งหมด เชื่อมต่อ กับ การ ระบาด ที่ มี อยู่ เป็น ผู้ ติดต่อ ที่ ใกล้ชิด ของ กรณี ที่ รายงาน ไป แล้ว 2 ของ คดี ใหม่ เป็น ผู้ ติดต่อ ใน ครัวเรือน ของ กรณี ที่ รายงาน ก่อนหน้านี้ ยังอยู่ ระหว่าง การ สอบสวน - GP จาก MT Wellington
fake,ข้อความ ป้องกัน ข้อควรระวัง ที่หนึ่ง สามารถ ลุกไหม้ ได้ เนื่องจาก เจล ทำความสะอาด มือ เนื่องจาก มี แอลกอฮอล์ ใน ปริมาณ สูง ข้อความ นี้ ยัง แสดงให้เห็น ถึง มือ ของ ผู้หญิง ที่ หลังจาก ใช้ เจล ทำความสะอาด ไป ใกล้ เตา และ จบ ลง ด้วย การ เผา มือ เธอ
real,ที่ นำ จำนวน กรณี ที่ ใช้งาน ทั้งหมด ของ นิวซีแลนด์ เป็น 14 ทั้งหมด อยู่ ใน การ จัดการ ที่ มี การ จัดการ หรือ การ กักกัน ไม่ มี กรณี ใน ชุมชน จำนวน กรณี ที่ ได้รับ การ ยืนยัน ทั้งหมด ของ NZ ของ Covid- 19 คือ ตอนนี้ 1170 ซึ่ง เป็น จำนวน ที่ เรา รายงาน ต่อ ผู้ ที่
fake,Rudy Giuliani กล่าวว่า " ซื้อ หุ้น $ 2 M ของ Novartis ผู้จัดจำหน่าย หลัก ของ Hydroxychloroquine " ใน ต้นเดือน กุมภาพันธ์
fake,_ A นักเรียน จาก มหาวิทยาลัย Pondicherry ใน อินเดีย พบ การเยียวยา ที่ บ้าน สำหรับ Covid- 19 ที่ ได้รับ การ ยอมรับ จาก องค์การอนามัยโลก ( WHO ) ._
fake,นักฟุตบอล โรนัลโด้ กำลัง เปลี่ยน โรงแรม ของ เขา ให้ กลายเป็น โรงพยาบาล Covid- 19
real,# coronavirusupdates อินเดีย บันทึก สูงสุด ที่ เท่าที่ เคย เป็น วัน เดียว ของ 63631 # Covid 19 ฟื้นตัว # IndiaFightScorona เนื่องจาก การกู้ คืน ทั้งหมด ข้าม 22 แสน การกู้ คืน เกิน กว่า กรณี ที่ ใช้งาน มากกว่า 15 แสน
real,คุณ มี อาการไอ อาการไอ หรือ น้ำมูก ไหล ? หาก อาการ เหล่านี้ เกิดขึ้น ใน ทันใดนั้น มีโอกาส ที่ ดี ที่ คุณ สามารถ มี # FLU ดู เพื่อ ค้นหา สิ่ง ที่ คุณ ควร ทำ ถัดจาก # fightflu
fake,ประธานาธิบดี ทรัมป์ กล่าวว่า หมี แพนด้า เป็น ผู้รับผิดชอบ ต่อ Covid- 19
real,ณ วันนี้ มี 23917 ที่ ใช้งาน อยู่ # COVID 19 กรณี ใน เขต # mumbai # maharastra :
real,สาธารณสุข รายงาน ประจำสัปดาห์ ของ อังกฤษ # Coronavirus แสดง เพิ่มขึ้น เกือบ 23 % ใน การ ติดเชื้อ Rhinovirus ซึ่ง รวมถึง ความ เย็น ทั่วไป ใน สัปดาห์ ที่แล้ว
fake,นี่ คือ ภาพ ของ วัคซีน โค โร นา รัส ที่ น่าสงสัย ทำให้ Covid- 19
real,บางคน มีแนวโน้ม มากกว่า คนอื่น ที่จะ ป่วยหนัก จาก # Covid 19 ซึ่ง หมายความว่า พวกเขา อาจ ต้อง ดูแลรักษา ใน โรงพยาบาล หรือ เครื่องช่วยหายใจ เพื่อ ช่วย ให้ พวกเขา หายใจ บางคน ป่วยหนัก อาจ ตาย เรียนรู้ เพิ่มเติม .
fake,นักแสดงหญิง ชาว บราซิล Camila Pitanga หดตัว Covid- 19 แต่ บอ กว่า เธอ จับ มาลาเรีย เพื่อให้ เธอ สามารถ ใช้ คลอ โร วิน โดย ไม่ ยอมรับ ว่า เธอ ผิด
fake,Coronavirus ใหม่ " ทำให้เกิด อา การตาย อย่าง กะทันหัน "
real,# IndiaFightScorona : 📍 ช่องว่าง ที่ เพิ่มขึ้น ระหว่าง # COVID 19 กู้ คืน & amp ; กรณี ที่ ใช้งาน ของ อินเดีย ( พฤษภาคม 04 2020 ถึง 11 กันยายน 2020 ) 👇 # Staysafe # indiawillwin
real,ปาร์ตี้ โค โร นา ยัส สามารถ มีผลกระทบ ร้ายแรง
real,รัฐมนตรี ว่าการ กระทรวง สำนักงาน คณะรัฐมนตรี Michael Gove กล่าวว่า ' จะ มี การเปลี่ยนแปลง ของ การ ให้ความสำคัญ กับ การทำงาน จาก ที่ บ้าน ใน ข้อ จำกัด # Covid 19 ใหม่ # Kayburley รับ ข่าว ล่าสุด # coronavirus :
real,@ james _ gross ดี ตอนนี้ พวกเขา กำลัง รายงาน อย่าง มีประสิทธิภาพ มัน เป็น เพียง พวกเขา ปฏิเสธ ที่จะ ใส่ ตัวเลข ของ พวกเขา ใน ตาราง หรือ แด ช บอร์ด ด้วย เหตุผล ที่อยู่ เหนือ ฉัน
real,การ ดู ตัวเลข นี้ ไม่ เหมือน เมื่อวาน ที่ รัฐ หนึ่ง ( แคลิฟอร์เนีย ) ขับรถ เพิ่มขึ้น อย่าง มาก ตัวเลข นี้ ดูเหมือน จะ เป็น ของแข็ง มากขึ้น โดย การ ราย งานการ ทดสอบ จำนวนมาก เสร็จ สมบูรณ์
